Source,picture,Catalog#,Lizard_ID,Species,Sex,Status,Collection_Date,collector,Locality,Collection_Notes,Dissection_Notes,Country,Latitude,Longitude,State,elevation,County,spatial_accuracy,Study,georef_verif,SVL,insert_elbow,Tail,elbow_wrist,Tail Diam,wrist_3rd,HL,trunk,HW,Tail Circum,HL_ear_rostral,Mass_grams,
UAZ,,14490,UAZ14490,suspectum,M,museum,"May 12,1965",Tom Hazen,"Vic 12th Ave and Los Reales Rd, S Tucson,Pima Co, AZ",,,USA,32.1194739,-110.9775996,Arizona,769,Pima,1,,Yes,285,,148,,29.57,,62.29,,53.88,,,,
UAZ,,14491,UAZ14491,suspectum,F,museum,"May 25,1965",M. Gefro,"jct Shannon and Anklam Rds, E bajada Tucson Mts,Pima Co, AZ",,"Eggs, 21.60, 21.29 and 19.38",USA,32.224855,-111.0290336,Arizona,762,Pima,1,,Yes,0,,131,,24.26,,53.68,,44.13,,,,
UAZ,,14484,UAZ14484,suspectum,M,museum,"Jun 11,1965",C. Bravo,"209 W Lester St, Tucson,Pima Co, AZ",,,USA,32.2437315,-110.9749603,Arizona,719,Pima,1,,Yes,192,,76,,13.15,,38.23,,29.15,,,,
UAZ,,14483,UAZ14483,suspectum,F,museum,"Jun 15,1965",R.J. Holm,"4450 Hwy just E of Freeway, Tucson,Pima Co, AZ",,,USA,32.2357639,-110.9835004,Arizona,705,Pima,5,,Yes,234,,119,,20.55,,43.94,,37.84,,,,
UAZ,,31185,UAZ31185,suspectum,F,museum,"Jul 21,1965",K. Schubert,"11851 E Calle Aurora, off Freeman Rd, vic Sahuaro Natl Mon, Pima Co, AZ",,,USA,32.1974408,-110.7387542,Arizona,895,Pima,1,,Yes,234,,100,,23.38,,43.16,,32.66,,,,
UAZ,,31170,UAZ31170,suspectum,M,museum,"May 23,1966",unknown,"Lake View Estates, E of Tucson,Pima Co, AZ",,,USA,32.183894,-110.8115386,Arizona,820,Pima,5,,Yes,272,,127,,26.02,,52.08,,44,,,,
UAZ,,15542,UAZ15542,suspectum,M,museum,"Jun 12,1966",E.L. Nigh,"9041 E 33rd Place, E Tucson,Pima Co, AZ",,,USA,32.1948079,-110.7988464,Arizona,832,Pima,1,,Yes,123,,58,,8.23,,25.17,,19.09,,,,
UAZ,,15218,UAZ15218,suspectum,F,museum,"Jun 12,1966","Charles H. Lowe, Jr.","Silverbell Rd, ca 7 mi NW Tucson,Pima Co, AZ",,DOR,USA,32.3651007,-111.1269664,Arizona,647,Pima,10,,Yes,129,,52,,8.11,,25.74,,18.75,,,,
UAZ,,16004,UAZ16004,suspectum,M,museum,"Jul 17,1966",Mrs. T.M. Elliott,"Residence of Mrs. T.M. Elliott, Linda Vista Rd,75W, Tucson, Pima Co, AZ",,,USA,32.3808675,-110.9717845,Arizona,789,Pima,1,,Yes,138,,65,,7.72,,28.61,,19.66,,,,
UAZ,,16005,UAZ16005,suspectum,M,museum,"Jul 20,1966",Lowell,"Houghton Rd, 1 mi S of Spanish Trail, E of Tucson, Pima Co, AZ",,,USA,32.181304,-110.771976,Arizona,875,Pima,1,,Yes,156,,70,,13.35,,33.02,,21.68,,,,
UAZ,,31179,UAZ31179,suspectum,F,museum,"May 4,1967",unknown,"vic Magic K Ranch on Grant Rd, Tucson Mts,Pima Co, AZ",,"4 eggs not well developed.  18.31, 16.89, 17.22, 13.66",USA,32.2507003,-111.0439682,Arizona,750,Pima,10,,Yes,305,,135,,22.85,,51.91,,46.5,,,,
UAZ,,31157,UAZ31157,suspectum,,,"May 6,1967",Lester Percell,"N Craycroft & Sunrise Drive, N Tucson,Pima Co, AZ",,,USA,32.3086803,-110.8750963,Arizona,866,Pima,1,,Yes,,,,,,,,,,,,,
UAZ,,31186,UAZ31186,suspectum,F,museum,"May 14,1967",Blaine Jones,"Twin Buttes Rd 0.5 mi S from Duval Rd, S Tucson,Pima Co, AZ",,"4 eggs, well developed.  20.86, 21.59, 23.31, 26.17",USA,31.8526274,-111.0408782,Arizona,1032,Pima,1,,Yes,310,,150,,20.34,,55.45,,41.7,,,,
UAZ,,31156,UAZ31156,suspectum,F,museum,"May 18,1967",Carl May,"3200 N View Crest, Tucson,Pima Co, AZ",,"Eggs, 19.39, 26.28 and 22.41, 23.49 (4 eggs)",USA,32.2669043,-111.0353207,Arizona,714,Pima,1,,Yes,303,,133,,25.43,,56.22,,41.61,,,,
UAZ,,31163,UAZ31163,suspectum,M,museum,"May 19,1967",Carl May,"3000 W Goret, Tucson,Pima Co, AZ",,Very emaciated,USA,32.260463,-111.0309433,Arizona,721,Pima,1,,Yes,275,,138,,19.19,,54.73,,42.46,,,,
UAZ,,31177,UAZ31177,suspectum,F,museum,"May 26,1967",Roger Clark,"jct Thornydale & Naranja Rds, 12.4 mi NNW Tucson,Pima Co, AZ",,WELL DEVELOPED OVIDUCT EGGS,USA,32.38865,-111.046149,Arizona,755,Pima,1,,Yes,275,,125,,193,,53.14,,38.35,,,,
UAZ,,31174,UAZ31174,suspectum,F,museum,"Jun 11,1967",David Hinds,"0.5 mi (power line rd) N Helvetia-Saguarita Rd, 7.7mi E Saguarita, Santa Rita Exp Rng, Pima Co, AZ",,,USA,31.8448991,-110.8254432,Arizona,1182,Pima,5,,Yes,251,,121,,16.25,,48.53,,36.28,,,,
UAZ,,31189,UAZ31189,suspectum,F,museum,"Jun 28,1967",H. Luffman,"3870 W Camino Nuestro, Tucson, Pima Co, AZ",,,USA,32.2820895,-111.0470581,Arizona,706,Pima,1,,Yes,288,,121,,22.59,,54.72,,40.99,,,,
UAZ,,31173,UAZ31173,suspectum,M,museum,"Aug 10,1967","O. Soule, J. O'Leary","1.8 mi S on Rt 83 from jct I-10, DOR,Pima Co, AZ",,,USA,31.985901,-110.680268,Arizona,1078,Pima,1,,Yes,294,,142,,27.57,,61.62,,51.25,,,,
UAZ,,21351,UAZ21351,suspectum,F,museum,"Aug 24,1967",Paul Gegenheimer,"520 N Houghton Rd, Tucson, Pima Co, AZ",,,USA,32.2267791,-110.7727432,Arizona,817,Pima,1,,Yes,177,,85,,13.22,,34.01,,24.15,,,,
UAZ,,23799,UAZ23799,suspectum,M,museum,"Sep 20,1967",Ed Tillingha,"AZ School for Deaf and Blind (W Speedway), Tucson,Pima Co, AZ",,,USA,32.2356732,-110.990324,Arizona,708,Pima,1,,Yes,249,,123,,26.77,,47.48,,42.48,,,,
UAZ,,31182,UAZ31182,suspectum,M,museum,"Mar 30,1968",Mr Baer,"726 W Kovilla Dr, NW Tucson, Pima Co, AZ",(CMG; couldn’t find exact locality),,USA,32.3068667,-111.0868835,Arizona,717,Pima,10,,Yes,293,,137,,24.26,,58.91,,48.56,,,,
UAZ,,28260,UAZ28260,suspectum,M,museum,"Mar 30,1968",E.B. Siegel,"vic Old Tucson, Tucson Mts,Pima Co, AZ",,,USA,32.2138177,-111.1304855,Arizona,799,Pima,1,,Yes,185,,92,,17.89,,36.49,,30.07,,,,
UAZ,,28263,UAZ28263,suspectum,F,museum,"Apr 9,1968",unknown,"Engineered Roofing Co, 2125 E 20th, Tucson,Pima Co, AZ",,,USA,32.2094423,-110.9401559,Arizona,748,Pima,1,,Yes,280,,139,,26.56,,50.7,,42.34,,,,
UAZ,,24273,UAZ24273,suspectum,F,museum,"Apr 26,1968",Mrs. Flodman,"5520 N Genematas, N Tucson, Foothills Santa Catalina Mts, Pima Co, AZ",,5 eggs in the oviduct,USA,32.307447,-110.9719562,Arizona,744,Pima,1,,Yes,280,,141,,31.62,,52.35,,45.44,,,,
UAZ,,31159,UAZ31159,suspectum,M,museum,"Apr 28,1968","S.R. Goldberg, Dealing","Oasis Rd, off Camino de Manana, ca 20 mi N Tucson, Pima Co, AZ",,,USA,32.388162,-111.079586,Arizona,706,Pima,1,,Yes,289,,132,,25.72,,57.26,,50.04,,,,
UAZ,,31160,UAZ31160,suspectum,F,museum,"Apr 29,1968","S.R.Goldberg, Dealing","Oasis Rd, off Camino de Manana, ca 20 mi N Tucson,Pima Co, AZ",,,USA,32.3882606,-111.0952734,Arizona,682,Pima,1,,Yes,271,,127,,27.4,,52.5,,46.17,,,,
UAZ,,28264,UAZ28264,suspectum,M,museum,"May 6,1968",T.B. Phillips,"Behind Rural Fire Dept, Oracle and Ina Rds,Pima Co, AZ",,,USA,32.3371668,-110.9775781,Arizona,774,Pima,1,,Yes,281,,135,,26.84,,51.92,,43.96,,,,
UAZ,,24832,UAZ24832,suspectum,M,museum,"May 24,1968",L.H. Blankenship,"10 mi S of US 80 on AZ 83,Pima Co, AZ",,,USA,31.8168968,-110.711975,Arizona,1575,Pima,15,,Yes,291,,135,,25.39,,57.66,,49.62,,,,
UAZ,,28261,UAZ28261,suspectum,M,museum,"Jun 3,1968",Mrs. Colbert,"640 Suffolk Dr, off Oracle Rd, N Tucson,Pima Co, AZ",,,USA,32.3493674,-110.962944,Arizona,831,Pima,1,,Yes,268,,114,,22.41,,51.25,,42.74,,,,
UAZ,,25326,UAZ25326,suspectum,F,museum,"Jun 4,1968",O.H. Soule,"4.9 mi S of Sahuarita P.O. on US 89,Pima Co, AZ",,,USA,31.89097,-110.986141,Arizona,868,Pima,1,,Yes,240,,116,,13.88,,46.5,,40.65,,,,
UAZ,,25238,UAZ25238,suspectum,M,museum,"Jun 17,1968",Hazel Leavitt,"9315 Sierra Rd, Foothills of Rincon Mts, E of Tucson, Pima Co, AZ",,,USA,32.233604,-110.7931923,Arizona,798,Pima,1,,Yes,271,,135,,24.33,,52.86,,47.36,,,,
UAZ,,28259,UAZ28259,suspectum,F,museum,"Jul 3,1968",Hanson,"6735 Camino Pedro Isidino, Santa Catalina foothill. Pima Co, AZ",,,USA,32.29778,-110.91806,Arizona,777,Pima,5,,Yes,233,,115,,23.88,,44.76,,37.72,,,,
UAZ,,25635,UAZ25635,suspectum,M,museum,"Jul 6,1968",T.A. Wiewandt,"On Old Spanish Trail near entrance to Sahuaro Natl Mon H.Q., Pima Co, AZ",,Hemipenes,USA,32.180952,-110.7380247,Arizona,935,Pima,1,,Yes,228,,106,,20.86,,45.95,,38.77,,,,
UAZ,,28265,UAZ28265,suspectum,M,museum,"Aug 11,1968",L.H. Blankenship,"1 mi W Freeman Rd, on Broadway, E Tucson,Pima Co, AZ",,Very emaciated,USA,32.220934,-110.7638168,Arizona,846,Pima,1,,Yes,157,,71,,7.8,,33.85,,22.6,,,,
UAZ,,41739,UAZ41739,suspectum,M,museum,"Aug 25,1968",S.F.Hale,"Tangerine Rd, N Tucson,Pima Co, AZ",,,USA,32.4237319,-111.0522079,Arizona,811,Pima,5,,Yes,295,,135,,237,,57.79,,51.24,,,,
UAZ,,28262,UAZ28262,suspectum,M,museum,"Sep 7,1968",Mr. Wedding,"vic Oracle,Pinal Co, AZ",,,USA,32.6185568,-110.7857894,Arizona,1337,Pinal,10,,Yes,269,,128,,17.74,,51.34,,40.39,,,,
UAZ,,31852,UAZ31852,suspectum,M,museum,"Mar 18,1969",Joe Truett,"foothills Tortolita Mts, 1 mi N jct Camino de Manana & Cholla Blvd, N Tucson, Pima Co, AZ",,,USA,32.4363374,-111.0437965,Arizona,843,Pima,10,,Yes,261,,115,,20.63,,52.59,,41.86,,,,
UAZ,,30367,UAZ30367,suspectum,F,museum,"Apr 1,1969",L.R. Hynes,"Catalina Hwy near Base of Mt. Lemmon, near base of Melpomane Way NE Tucson, Pima Co, AZ",,"Eggs 19.50, 11.71 on right.  18.62, 19.00 and 14.46 and 19.40 on left.  Also some smaller less developed eggs",USA,32.272463,-110.781384,Arizona,805,Pima,10,,Yes,275,,137,,26.51,,53.39,,45.55,,,,
UAZ,,30302,UAZ30302,suspectum,F,museum,"Apr 5,1969","Charles H. Lowe, Jr.","Ironwood Dr, ca 0.5 mi W of Silverbell Rd NW Tucson, Pima Co, AZ",,,USA,32.250664,-111.0218238,Arizona,712,Pima,1,,Yes,312,,140,,24.69,,52.51,,48.42,,,,
UAZ,,30300,UAZ30300,suspectum,M,museum,"Apr 12,1969",AZ-Son Desert Museum,"Prsumably from Tucson area,Pima Co, AZ",(CMG; given generic Tucson georef),,USA,32.230954,-110.951786,Arizona,751,Pima,15,,Yes,277,,137,,24.52,,54.25,,47.39,,,,
UAZ,,30301,UAZ30301,suspectum,F,museum,"Apr 12,1969",AZ-Son Desert Mus,"Prsumably from Tucson area,Pima Co, AZ",(CMG; given generic Tucson georef),bb and pea sized eggs (>6),USA,32.230954,-110.951786,Arizona,751,Pima,15,,Yes,289,,131,,20.67,,53.31,,45.97,,,,
UAZ,,30836,UAZ30836,suspectum,F,museum,"Jun 9,1969",Stanley Mead,"0.4 mi N Ina Rd on Silverbell Rd W of Tucson,Pima Co, AZ",,,USA,32.3438928,-111.0938358,Arizona,656,Pima,1,,Yes,124,,52,,10.79,,26.16,,18.41,,,,
UAZ,,31275,UAZ31275,suspectum,M,museum,"Jul 19,1969",unknown,"Campbell Ave just S Skyline Dr, Tucson,Pima Co, AZ",,,USA,32.322029,-110.92854,Arizona,828,Pima,1,,Yes,162,,77,,16.01,,33.44,,29.1,,,,
UAZ,,31383,UAZ31383,suspectum,M,museum,"Jul 24,1969","M.D. Robinson,T.W.Mulroy","ca 2.0 mi S Sahuarita, Pima Co, AZ",,DOR,USA,31.9271065,-110.9955596,Arizona,891,Pima,5,,Yes,114,,49,,9.45,,26.4,,22.66,,,,
UAZ,,35048,UAZ35048,suspectum,Unk,museum,"Aug 23,1970",unknown,"1 mi N Pima Mine Rd on IH-19, Pima Co, AZ",,no good,USA,32.0163727,-110.9504127,Arizona,806,Pima,1,,Yes,289,,150,,23.28,,53.56,,48.51,,,,
UAZ,,34900,UAZ34900,suspectum,F,museum,"Jul 8,1972",J.K. Cross,"4 mi (AZ 85) NW jct AZ 86,Pima Co, AZ",,"bb sized eggs in oviduct, emaciated",USA,32.320036,-112.768948,Arizona,504,Pima,1,,Yes,290,,131,,17.56,,54.42,,39.71,,,,
UAZ,,39993,UAZ39993,suspectum,M,museum,"Sep 15,1973","R.B.Spicer, R.Voss","Hackberry Ranch, 1.2 mi(air) E Ranch HQ, 3700 ft,  Graham Co, AZ",,,USA,32.651068,-109.312586,Arizona,1130,Graham,5,,Yes,333,,148,,30.26,,60.94,,56.9,,,,
UAZ,,38621,UAZ38621,suspectum,,,"May 10,1974",D.R.Frost,"5.0 mi (I-17) N jct with New River Rd,Maricopa Co, AZ",,,USA,33.985422,-112.132094,Arizona,682,Maricopa,1,,Yes,,,,,,,,,,,,,
UAZ,,40635,UAZ40635,suspectum,M,museum,"Jun 6,1975",J.R McKnight,"3.7 mi SSE I-10 on State 83, Pima Co, AZ",,Hemipenes out,USA,31.9463359,-110.6656265,Arizona,1149,Pima,1,,Yes,242,,115,,24.11,,50.72,,46.75,,,,
UAZ,,42491,UAZ42491,suspectum,F,museum,"Jul 11,1976",T.B.Johnson,"Rosemont Springs area, 5.6 mi S I-10 on Hwy 83, Pima Co, AZ",,DOR,USA,31.929614,-110.657108,Arizona,1217,Pima,1,,Yes,125,,59,,7.66,,26.7,,19.77,,,,
UAZ,,47057,UAZ47057,suspectum,F,museum,"Jun 10,1977",Steve Hale,"Old Nogales hwy at Twin Buttes Mine Rd,Pima Co, AZ",,bb sized oviductal eggs,USA,31.905637,-110.98356,Arizona,862,Pima,1,,Yes,223,,91,,17.07,,43.42,,35.87,,,,
UAZ,,42714,UAZ42714,suspectum,F,museum,"Jun 12,1977",J.K. Cross,"0.4 mi (AZ 75) N Sheldon Cemetary, ca 3550 ft, Greenlee Co, AZ",,,USA,32.819906,-109.172018,Arizona,1099,Greenlee,1,,Yes,230,,109,,22.54,,44.63,,40.47,,,,
UAZ,,47058,UAZ47058,suspectum,Unk,museum,"Jun 17,1977",Steve Hale,"Nogales hwy, 3 mi (rd) S Ajo Way,Pima Co, AZ",,,USA,32.134286,-110.985114,Arizona,760,Pima,1,,Yes,158,,58,,9.5,,25.5,,18.8,,,,
UAZ,,42715,UAZ42715,suspectum,F,museum,"Aug 2,1977",L.P. Hendrickson,"5 mi N & 4.75 mi(map) E center(=Congress St &Stone Ave) Tucson, Pima Co, AZ",,,USA,32.221878,-110.9712266,Arizona,737,Pima,1,,Yes,234,,118,,23.72,,45.86,,35.57,,,,
UAZ,,43030,UAZ43030,suspectum,F,museum,"Sep 14,1978",Hungerford,"1 mi NW jct Oracle & River Rd in Tucson,Pima Co, AZ",,,USA,32.3075921,-110.9914398,Arizona,713,Pima,5,,Yes,223,,116,,26.89,,45,,38.19,,,,
UAZ,,43120,UAZ43120,suspectum,Unk,museum,"Apr 24,1979",J.K. Cross,"0.25 mi (AZ 77) S US 70, ca 3500 ft, Gila Co, AZ",,,USA,33.369924,-110.736558,Arizona,1092,Gila,1,,Yes,155,,65,,11.25,,30.72,,25.37,,,,
UAZ,,43403,UAZ43403,suspectum,F,museum,"Aug 18,1979",J.K. Cross,"2.8 mi (AZ 88) ESE Roosevelt, 2375 ft,Gila Co, AZ",,,USA,33.646643,-111.091962,Arizona,728,Gila,5,,Yes,145,,57,,8.3,,30.1,,22.7,,,,
UAZ,,44268,UAZ44268,suspectum,F,museum,"May 8,1980","Lowe, Hale, Martin","4.7 mi(rd) SE Gila Riv bridge at Gillespie Damsite, Maricopa Co, AZ",,,USA,33.169734,-112.728572,Arizona,216,Maricopa,5,,Yes,278,,140,,29.76,,52.56,,50.85,,,,
UAZ,,44758,UAZ44758,suspectum,,,"May 21,1980","Hale, Martin","24.7 mi (Aguas Calientes Rd) W Hwy 83 (old Hwy 81),Maricopa Co, AZ",,,USA,,,Arizona,,Maricopa,,,flag to revisit later,,,,,,,,,,,,,
UAZ,,44251,UAZ44251,suspectum,,,"Jun 9,1980",David Morris,"Mile post 63 on Hwy 34, Papago Reserv, Pima Co, AZ",,,USA,32.3442916,-112.3317718,Arizona,648,Pima,10,,Yes,,,,,,,,,,,,,
UAZ,,43576,UAZ43576,suspectum,F,museum,"Jun 19,1980",Jim Anderson,"2 mi (Hwy 80) W Hwy 90,Cochise Co, AZ",CMG; locality is nebulous,DOR,USA,31.5153373,-110.0198364,Arizona,1442,Cochise,15,,Yes,125,,57,,8.03,,26.91,,21.37,,,,
UAZ,,44955,UAZ44955,suspectum,,,"Jul 12,1980",David W. Lazaroff,"visitor cnt, Sabino Cyn Rec Area,bajada of Santa Catalina Mts, Pima Co,AZ",,,USA,32.3096233,-110.8227396,Arizona,832,Pima,1,,Yes,,,,,,,,,,,,,
UAZ,,47033,UAZ47033,suspectum,F,museum,"Sep 25,1980","Charles H. Lowe, Jr.","Tangerine Rd at 2.6 mi (rd) N Hwy I-10, Avra Valley, Pima Co, AZ",,DOR,USA,32.4243115,-111.1105728,Arizona,701,Pima,5,,Yes,160,,74,,10.56,,33.01,,25.24,,,,
UAZ,,44176,UAZ44176,suspectum,,,"Mar 29,1981",Steve Hale,"ca 2500 ft, NE facing slope, 1/2 mi NNE Tinajas Altas Pk, Tinajas Altas Mts, Yuma Co, AZ",,,USA,32.35972,-114.10444,Arizona,568,Yuma,20,,Yes,,,,,,,,,,,,,
UAZ,,44318,UAZ44318,suspectum,F,museum,"Aug 1,1981",B.E. Martin,"DOR on Cortaro Farms Rd, 1/10 mi E Thornydale Rd, Pima Co, AZ",,,USA,32.3589745,-111.0437107,Arizona,720,Pima,1,,Yes,310,,137,,33.52,,56.45,,50.62,,,,
UAZ,,44321,UAZ44321,suspectum,M,museum,"Sep 2,1981",B.E. Martin,"DOR on Linda Vista Dr at Camino de Oeste Rd, Pima Co, AZ",,DOR,USA,32.38094,-111.0633015,Arizona,722,Pima,1,,Yes,166,,81,,13.38,,35.29,,28.42,,,,
UAZ,,49389,UAZ49389,suspectum,,,"May 9,1982",B. E. Martin,"0.7 mi N Oracle Junction on Pinal Parkway, Pinal Co, Az.",,,USA,32.5669245,-110.9426879,Arizona,1034,Pinal,1,,Yes,,,,,,,,,,,,,
UAZ,,49390,UAZ49390,suspectum,M,museum,"May 9,1982",S. F. Hale,"7.9 mi (rd) S jct I-10 on Az Hwy 83, Pima Co, Az.",,Hemipenes,USA,31.894616,-110.665221,Arizona,1236,Pima,1,,Yes,235,,103,,18.29,,49.24,,41.57,,,,
UAZ,,46457,UAZ46457,suspectum,M,museum,"May 31,1982",Ken and Chris Rae,"3281 N Bonanza Ave, NE Tucson,Pima Co, AZ",,,USA,32.26636,-110.7807683,Arizona,807,Pima,1,,Yes,309,,138,,26.67,,57.17,,48.21,,,,
UAZ,,44757,UAZ44757,suspectum,F,museum,"Jun 12,1982",P.A. Holm,"Sabino Cyn Rd & Sunrise, Tucson, 2725 ft,Pima Co, AZ",,,USA,32.3087528,-110.8240699,Arizona,831,Pima,1,,Yes,138,,65,,10.31,,27.41,,22.73,,,,
UAZ,,45659,UAZ45659,suspectum,F,museum,"Jun 13,1982",Rural Metro Fire Dept.,"offspring of female from 555 N La Canada, GreenValley, Pima Co, AZ",,,USA,31.8784687,-110.9949588,Arizona,890,Pima,1,,Yes,145,,65,,6.95,,26.07,,19.94,,,,
UAZ,,46447,UAZ46447,suspectum,F,museum,"Jul 4,1982",Joseph Wiesner,"Sandario Rd between Mile Wide Rd and Ajo Rd, W ofTucson Mts, Pima Co, AZ",,DOR,USA,32.1850563,-111.2177753,Arizona,701,Pima,5,,Yes,131,,58,,9.49,,27.2,,22.18,,,,
UAZ,,46248,UAZ46248,suspectum,,,"Jul 6,1982",Rural Metro Fire Dept Sta,"959 W Mission Twin Buttes Rd, Green Valley,Pima Co, AZ",,,USA,31.8448626,-111.0104084,Arizona,921,Pima,1,,Yes,,,,,,,,,,,,,
UAZ,,44808,UAZ44808,suspectum,,,"Aug 15,1982",P.A. Holm,"2.6 mi (US 80) E AZ 92, 4750 ft, Cochise Co, AZ",,,USA,31.431874,-109.846714,Arizona,1446,Cochise,1,,Yes,,,,,,,,,,,,,
UAZ,,46147,UAZ46147,suspectum,M,museum,"May 20,1983",Dick Petty,"3775 E 43rd Pl, vic of Paloverde overpass (Veteran Mem Interchange), SW Tucson, Pima Co, AZ",,,USA,32.1860733,-110.9122824,Arizona,779,Pima,1,,Yes,145,,70,,6.57,,29.21,,19.55,,,,
UAZ,,46528,UAZ46528,suspectum,M,museum,"Aug 10,1983",B.E. Martin,"20.8 mi N Hwy 82 on Hwy 83, Pima Co, AZ",,,USA,31.975898,-110.675679,Arizona,1095,Pima,5,,Yes,240,,113,,21.07,,47.99,,45.58,,,,
UAZ,,46366,UAZ46366,suspectum,M,museum,"May 21,1984",Steve Hale,"1 mi (rd) N River Rd on Camino Real, Santa Catalina foothills, Pima Co, AZ",,,USA,32.2935902,-110.9341907,Arizona,749,Pima,1,,Yes,309,,135,,36.7,,64.72,,57.87,,,,
UAZ,,45883,UAZ45883,suspectum,M,museum,"May 23,1984",Rural Metro Fire Dept.,"5060 N Camino de Girasol, NW Tucson,Pima Co, AZ",,"Tail stub, not full",USA,32.2976441,-111.071949,Arizona,716,Pima,1,,Yes,274,,86,,30.58,,54.3,,48.21,,,,
UAZ,,45685,UAZ45685,suspectum,Unk,museum,"Jun 22,1984",Rural Metro Fire Dept. #6,"N Skyline between Ina and Orange Grove, Santa Catalina Mts foothills, Tucson, Pima Co, AZ",,emaciated,USA,32.3305854,-110.9433746,Arizona,826,Pima,1,,Yes,138,,64,,7.11,,28.14,,19.11,,,,
UAZ,,46384,UAZ46384,suspectum,M,museum,"Jul 10,1984",Ann McIntyre,"3411 E River Rd, between Dodge and Campbell,Tucson, Pima Co, AZ",,,USA,32.2759577,-110.9197282,Arizona,724,Pima,1,,Yes,313,,150,,30.38,,55.61,,53.75,,,,
UAZ,,46221,UAZ46221,suspectum,Unk,museum,"Aug 23,1984",G.S. Mills,"Near mile post 24 on AZ Hwy 286, ca 3.7 mi SW (rd) from AZ Hwy 286 crossing of Altar Wash, Pima Co, AZ",,"unable to determine sex, no tissue,",USA,31.9113703,-111.3917541,Arizona,875,Pima,5,,Yes,,,,,,,,,,,,,
UAZ,,46249,UAZ46249,suspectum,M,museum,"May 20,1985",J.V. Salmon,"0.2 mi (rd) E Via Entrada-Camino Cresta jct on Camino Cresta, N Tucson, Pima Co, AZ",,"TAIL STUBBY, NOT COMPLETE",USA,32.3060868,-110.9453701,Arizona,768,Pima,1,,Yes,294,,120,,27.57,,53.34,,50.09,,,,
UAZ,,46385,UAZ46385,suspectum,M,museum,"Jun 2,1985",Barney Tomberlin,"2 mi S Tombstone on AZ Hwy 80, Cochise Co, AZ",,,USA,31.690803,-110.037332,Arizona,1434,Cochise,1,,Yes,237,,113,,24.9,,49.62,,46.42,,,,
UAZ,,46389,UAZ46389,suspectum,,,"Jul 8,1985",Barney Tomberlin,"On US Hwy I-10 exit 386 (N side), 1 mi W NM StateLine, Cochise Co, AZ",,,USA,32.230997,-109.064025,Arizona,1226,Cochise,1,,Yes,,,,,,,,,,,,,
UAZ,,46003,UAZ46003,suspectum,M,museum,"Jul 18,1985",Steve Hale,"Camino Juan Paisano, 100 m W Camino Real, 2600 ft,Tucson, Pima Co, AZ",,,USA,32.3101492,-110.9281826,Arizona,793,Pima,1,,Yes,221,,110,,23.98,,42.81,,38.46,,,,
UAZ,,47186,UAZ47186,suspectum,,,"Aug 10,1986",Elaine Wheeler,"Between mileposts 64 and 65, ca 3.5 mi E of San Pendro River at Fairbanks on AZ Hwy 82,Cochise Co, AZ",,,USA,31.717167,-110.138067,Arizona,1276,Cochise,1,,Yes,,,,,,,,,,,,,
UAZ,,47961,UAZ47961,suspectum,,,"May 16,1987",Keith Wisner,"Organ Pipe Natl Mon, Rt 85, 1 mi S of N entrance, Pima Co, AZ",,,USA,32.1772107,-112.7624702,Arizona,551,Pima,1,,Yes,,,,,,,,,,,,,
UAZ,,47882,UAZ47882,suspectum,,,"May 21,1988",P.C. Rosen,"3.27 mi (rd) N of N Boundry of Organ Pipe Natl Mon Rt 85, Pima Co, AZ",,,USA,32.2459093,-112.7475357,Arizona,547,Pima,1,,Yes,,,,,,,,,,,,,
UAZ,,49330,UAZ49330,suspectum,,,"Aug 30,1989",David Bertelson,"Santa Catalina Mts, Finger Rock Cyn nr Linda Vista saddle, 5600 ft; T12S,R14E, NW1/4 sec 26; Pima Co, AZ",,,USA,32.363042,-110.886776,Arizona,1631,Pima,5,,Yes,,,,,,,,,,,,,
UAZ,,49177,UAZ49177,suspectum,M,museum,"May 31,1991",Unknown-gift from ASDM,"Near jct Naomi and Kinney Rds, Tucson Mts, Pima Co, Az.",,,USA,32.1906132,-111.1010026,Arizona,803,Pima,1,,Yes,259,,125,,16.65,,51.58,,39.41,,,,
UAZ,,31178,UAZ31178,suspectum,,,Unknown,John Shiver,"101 W Ina Rd, Tucson, Pima Co, AZ",,,USA,32.337446,-111.036238,Arizona,692,Pima,1,,Yes,,,,,,,,,,,,,
UAZ,,7230,UAZ7230,suspectum,,,Unknown,"Charles H. Lowe, Jr.","7 mi W Mazatan on rd to Hermosillo,Sonora, Mexico",,,Mexico,,,Sonora,,,,,flag to revisit later,,,,,,,,,,,,,
UAZ,,10460,UAZ10460,suspectum,M,museum,1963,School teacher (coll by s,"Animas Valley, Hidalgo Co, NM",,,USA,32.466742,-108.900011,New Mexico,1289,Hidalgo,20,,Yes,301,,125,,29.3,,60.45,,52.22,,,,
UAZ,,42463,UAZ42463,suspectum,M,museum,7/1/1976,Marina Hoy,"Apache Pass Rd, ca 7 mi S Bowie,Cochise Co, AZ",,,USA,32.231488,-109.442874,Arizona,1210,Cochise,5,,Yes,286,,135,,26.06,,56.13,,50.49,,,,
UAZ,,7226,UAZ7226,suspectum,M,museum,Unknown,H.B.McCormick,"Ina Rd, Santa Catalina foothills, Tucson, Pima Co, AZ",,,USA,32.3374025,-110.9537601,Arizona,823,Pima,5,,Yes,299,,145,,22.23,,59.72,,46,,,,
